,대여날짜,대여년,대여월,대여일,대여시,대여량
12765,2016-02-13,2016,02,13,11,34
12766,2016-02-13,2016,02,13,12,29
12767,2016-02-13,2016,02,13,13,45
12768,2016-02-13,2016,02,13,14,45
12769,2016-02-13,2016,02,13,15,45
12770,2016-02-13,2016,02,13,16,1
12771,2016-02-13,2016,02,13,17,8
12772,2016-02-13,2016,02,13,18,3
12773,2016-02-13,2016,02,13,2,5
12774,2016-02-13,2016,02,13,20,1
12775,2016-02-13,2016,02,13,21,4
12776,2016-02-13,2016,02,13,22,4
12777,2016-02-13,2016,02,13,23,3
12778,2016-02-13,2016,02,13,3,1
12779,2016-02-13,2016,02,13,4,1
12780,2016-02-13,2016,02,13,6,6
12781,2016-02-13,2016,02,13,7,10
12782,2016-02-13,2016,02,13,8,8
12783,2016-02-13,2016,02,13,9,21
12784,2016-02-14,2016,02,14,0,4
12785,2016-02-14,2016,02,14,10,14
12786,2016-02-14,2016,02,14,11,10
12787,2016-02-14,2016,02,14,12,25
12788,2016-02-14,2016,02,14,13,21
12789,2016-02-14,2016,02,14,14,22
12790,2016-02-14,2016,02,14,15,21
12791,2016-02-14,2016,02,14,16,16
12792,2016-02-14,2016,02,14,17,17
12793,2016-02-14,2016,02,14,18,17
12794,2016-02-14,2016,02,14,19,9
12795,2016-02-14,2016,02,14,20,9
12796,2016-02-14,2016,02,14,21,10
12797,2016-02-14,2016,02,14,22,8
12798,2016-02-14,2016,02,14,23,8
12799,2016-02-14,2016,02,14,3,1
12800,2016-02-14,2016,02,14,4,1
12801,2016-02-14,2016,02,14,5,2
12802,2016-02-14,2016,02,14,7,4
12803,2016-02-14,2016,02,14,8,15
12804,2016-02-14,2016,02,14,9,12
12805,2016-02-15,2016,02,15,0,3
12806,2016-02-15,2016,02,15,1,1
12807,2016-02-15,2016,02,15,10,23
12808,2016-02-15,2016,02,15,11,20
12809,2016-02-15,2016,02,15,12,34
12810,2016-02-15,2016,02,15,13,22
12811,2016-02-15,2016,02,15,14,19
12812,2016-02-15,2016,02,15,15,28
12813,2016-02-15,2016,02,15,16,25
12814,2016-02-15,2016,02,15,17,27
12815,2016-02-15,2016,02,15,18,47
12816,2016-02-15,2016,02,15,19,31
12817,2016-02-15,2016,02,15,2,1
12818,2016-02-15,2016,02,15,20,15
12819,2016-02-15,2016,02,15,21,30
12820,2016-02-15,2016,02,15,22,22
12821,2016-02-15,2016,02,15,23,13
12822,2016-02-15,2016,02,15,3,2
12823,2016-02-15,2016,02,15,4,3
12824,2016-02-15,2016,02,15,5,1
12825,2016-02-15,2016,02,15,6,16
12826,2016-02-15,2016,02,15,7,25
12827,2016-02-15,2016,02,15,8,44
12828,2016-02-15,2016,02,15,9,27
12829,2016-02-16,2016,02,16,0,6
12830,2016-02-16,2016,02,16,1,5
12831,2016-02-16,2016,02,16,10,13
12832,2016-02-16,2016,02,16,11,28
12833,2016-02-16,2016,02,16,12,14
12834,2016-02-16,2016,02,16,13,10
12835,2016-02-16,2016,02,16,14,21
12836,2016-02-16,2016,02,16,15,14
12837,2016-02-16,2016,02,16,16,22
12838,2016-02-16,2016,02,16,17,41
12839,2016-02-16,2016,02,16,18,45
12840,2016-02-16,2016,02,16,19,26
12841,2016-02-16,2016,02,16,20,18
12842,2016-02-16,2016,02,16,21,34
12843,2016-02-16,2016,02,16,22,30
12844,2016-02-16,2016,02,16,23,19
12845,2016-02-16,2016,02,16,3,4
12846,2016-02-16,2016,02,16,4,5
12847,2016-02-16,2016,02,16,5,4
12848,2016-02-16,2016,02,16,6,14
12849,2016-02-16,2016,02,16,7,24
12850,2016-02-16,2016,02,16,8,71
12851,2016-02-16,2016,02,16,9,29
12852,2016-02-17,2016,02,17,0,9
12853,2016-02-17,2016,02,17,1,5
12854,2016-02-17,2016,02,17,10,21
12855,2016-02-17,2016,02,17,11,42
12856,2016-02-17,2016,02,17,12,39
12857,2016-02-17,2016,02,17,13,40
12858,2016-02-17,2016,02,17,14,51
12859,2016-02-17,2016,02,17,15,55
12860,2016-02-17,2016,02,17,16,49
12861,2016-02-17,2016,02,17,17,48
12862,2016-02-17,2016,02,17,18,76
12863,2016-02-17,2016,02,17,19,49
12864,2016-02-17,2016,02,17,2,1
12865,2016-02-17,2016,02,17,20,34
12866,2016-02-17,2016,02,17,21,38
12867,2016-02-17,2016,02,17,22,22
12868,2016-02-17,2016,02,17,23,26
12869,2016-02-17,2016,02,17,3,3
12870,2016-02-17,2016,02,17,4,2
12871,2016-02-17,2016,02,17,5,2
12872,2016-02-17,2016,02,17,6,18
12873,2016-02-17,2016,02,17,7,37
12874,2016-02-17,2016,02,17,8,59
12875,2016-02-17,2016,02,17,9,28
12876,2016-02-18,2016,02,18,0,15
12877,2016-02-18,2016,02,18,1,9
12878,2016-02-18,2016,02,18,10,29
12879,2016-02-18,2016,02,18,11,37
12880,2016-02-18,2016,02,18,12,54
12881,2016-02-18,2016,02,18,13,43
12882,2016-02-18,2016,02,18,14,51
12883,2016-02-18,2016,02,18,15,48
12884,2016-02-18,2016,02,18,16,35
12885,2016-02-18,2016,02,18,17,69
12886,2016-02-18,2016,02,18,18,86
12887,2016-02-18,2016,02,18,19,45
12888,2016-02-18,2016,02,18,2,8
12889,2016-02-18,2016,02,18,20,36
12890,2016-02-18,2016,02,18,21,42
12891,2016-02-18,2016,02,18,22,35
12892,2016-02-18,2016,02,18,23,23
12893,2016-02-18,2016,02,18,3,4
12894,2016-02-18,2016,02,18,4,5
12895,2016-02-18,2016,02,18,5,6
12896,2016-02-18,2016,02,18,6,15
12897,2016-02-18,2016,02,18,7,29
12898,2016-02-18,2016,02,18,8,57
12899,2016-02-18,2016,02,18,9,34
12900,2016-02-19,2016,02,19,0,17
12901,2016-02-19,2016,02,19,1,6
12902,2016-02-19,2016,02,19,10,33
12903,2016-02-19,2016,02,19,11,47
12904,2016-02-19,2016,02,19,12,45
12905,2016-02-19,2016,02,19,13,34
12906,2016-02-19,2016,02,19,14,55
12907,2016-02-19,2016,02,19,15,49
12908,2016-02-19,2016,02,19,16,47
12909,2016-02-19,2016,02,19,17,62
12910,2016-02-19,2016,02,19,18,83
12911,2016-02-19,2016,02,19,19,53
12912,2016-02-19,2016,02,19,2,8
12913,2016-02-19,2016,02,19,20,42
12914,2016-02-19,2016,02,19,21,40
12915,2016-02-19,2016,02,19,22,33
12916,2016-02-19,2016,02,19,23,23
12917,2016-02-19,2016,02,19,3,7
12918,2016-02-19,2016,02,19,4,3
12919,2016-02-19,2016,02,19,5,10
12920,2016-02-19,2016,02,19,6,15
12921,2016-02-19,2016,02,19,7,36
12922,2016-02-19,2016,02,19,8,69
12923,2016-02-19,2016,02,19,9,39
12924,2016-02-20,2016,02,20,0,15
12925,2016-02-20,2016,02,20,1,13
12926,2016-02-20,2016,02,20,10,30
12927,2016-02-20,2016,02,20,11,28
12928,2016-02-20,2016,02,20,12,42
12929,2016-02-20,2016,02,20,13,68
12930,2016-02-20,2016,02,20,14,54
12931,2016-02-20,2016,02,20,15,53
12932,2016-02-20,2016,02,20,16,58
12933,2016-02-20,2016,02,20,17,62
12934,2016-02-20,2016,02,20,18,39
12935,2016-02-20,2016,02,20,19,20
12936,2016-02-20,2016,02,20,2,6
12937,2016-02-20,2016,02,20,20,22
12938,2016-02-20,2016,02,20,21,19
12939,2016-02-20,2016,02,20,22,16
12940,2016-02-20,2016,02,20,23,12
12941,2016-02-20,2016,02,20,3,4
12942,2016-02-20,2016,02,20,4,2
12943,2016-02-20,2016,02,20,5,1
12944,2016-02-20,2016,02,20,6,4
12945,2016-02-20,2016,02,20,7,11
12946,2016-02-20,2016,02,20,8,20
12947,2016-02-20,2016,02,20,9,30
12948,2016-02-21,2016,02,21,0,6
12949,2016-02-21,2016,02,21,1,1
12950,2016-02-21,2016,02,21,10,15
12951,2016-02-21,2016,02,21,11,26
12952,2016-02-21,2016,02,21,12,46
12953,2016-02-21,2016,02,21,13,44
12954,2016-02-21,2016,02,21,14,54
12955,2016-02-21,2016,02,21,15,67
12956,2016-02-21,2016,02,21,16,63
12957,2016-02-21,2016,02,21,17,48
12958,2016-02-21,2016,02,21,18,35
12959,2016-02-21,2016,02,21,19,34
12960,2016-02-21,2016,02,21,2,3
12961,2016-02-21,2016,02,21,20,21
12962,2016-02-21,2016,02,21,21,15
12963,2016-02-21,2016,02,21,22,11
12964,2016-02-21,2016,02,21,23,12
12965,2016-02-21,2016,02,21,3,3
12966,2016-02-21,2016,02,21,4,5
12967,2016-02-21,2016,02,21,5,1
12968,2016-02-21,2016,02,21,6,3
12969,2016-02-21,2016,02,21,7,8
12970,2016-02-21,2016,02,21,8,9
12971,2016-02-21,2016,02,21,9,24
12972,2016-02-22,2016,02,22,0,5
12973,2016-02-22,2016,02,22,1,2
12974,2016-02-22,2016,02,22,10,24
12975,2016-02-22,2016,02,22,11,46
12976,2016-02-22,2016,02,22,12,48
12977,2016-02-22,2016,02,22,13,40
12978,2016-02-22,2016,02,22,14,35
12979,2016-02-22,2016,02,22,15,58
12980,2016-02-22,2016,02,22,16,53
12981,2016-02-22,2016,02,22,17,61
12982,2016-02-22,2016,02,22,18,96
12983,2016-02-22,2016,02,22,19,56
12984,2016-02-22,2016,02,22,2,1
12985,2016-02-22,2016,02,22,20,48
12986,2016-02-22,2016,02,22,21,48
12987,2016-02-22,2016,02,22,22,16
12988,2016-02-22,2016,02,22,23,7
12989,2016-02-22,2016,02,22,3,1
12990,2016-02-22,2016,02,22,4,3
12991,2016-02-22,2016,02,22,5,4
12992,2016-02-22,2016,02,22,6,14
12993,2016-02-22,2016,02,22,7,40
12994,2016-02-22,2016,02,22,8,70
12995,2016-02-22,2016,02,22,9,39
12996,2016-02-23,2016,02,23,0,3
12997,2016-02-23,2016,02,23,1,1
12998,2016-02-23,2016,02,23,10,29
12999,2016-02-23,2016,02,23,11,44
13000,2016-02-23,2016,02,23,12,43
13001,2016-02-23,2016,02,23,13,46
13002,2016-02-23,2016,02,23,14,47
13003,2016-02-23,2016,02,23,15,35
13004,2016-02-23,2016,02,23,16,46
13005,2016-02-23,2016,02,23,17,45
13006,2016-02-23,2016,02,23,18,66
13007,2016-02-23,2016,02,23,19,32
13008,2016-02-23,2016,02,23,2,1
13009,2016-02-23,2016,02,23,20,38
13010,2016-02-23,2016,02,23,21,40
13011,2016-02-23,2016,02,23,22,20
13012,2016-02-23,2016,02,23,23,17
13013,2016-02-23,2016,02,23,3,3
13014,2016-02-23,2016,02,23,4,1
13015,2016-02-23,2016,02,23,5,2
13016,2016-02-23,2016,02,23,6,17
13017,2016-02-23,2016,02,23,7,40
13018,2016-02-23,2016,02,23,8,87
13019,2016-02-23,2016,02,23,9,29
13020,2016-02-24,2016,02,24,0,8
13021,2016-02-24,2016,02,24,1,5
13022,2016-02-24,2016,02,24,10,37
13023,2016-02-24,2016,02,24,11,37
13024,2016-02-24,2016,02,24,12,38
13025,2016-02-24,2016,02,24,13,32
13026,2016-02-24,2016,02,24,14,33
13027,2016-02-24,2016,02,24,15,37
13028,2016-02-24,2016,02,24,16,54
13029,2016-02-24,2016,02,24,17,45
13030,2016-02-24,2016,02,24,18,81
13031,2016-02-24,2016,02,24,19,38
13032,2016-02-24,2016,02,24,2,2
13033,2016-02-24,2016,02,24,20,25
13034,2016-02-24,2016,02,24,21,23
13035,2016-02-24,2016,02,24,22,20
13036,2016-02-24,2016,02,24,23,17
13037,2016-02-24,2016,02,24,3,2
13038,2016-02-24,2016,02,24,4,1
13039,2016-02-24,2016,02,24,5,4
13040,2016-02-24,2016,02,24,6,10
13041,2016-02-24,2016,02,24,7,29
13042,2016-02-24,2016,02,24,8,80
13043,2016-02-24,2016,02,24,9,32
13044,2016-02-25,2016,02,25,0,12
13045,2016-02-25,2016,02,25,1,4
13046,2016-02-25,2016,02,25,10,35
13047,2016-02-25,2016,02,25,11,51
13048,2016-02-25,2016,02,25,12,46
13049,2016-02-25,2016,02,25,13,40
13050,2016-02-25,2016,02,25,14,42
13051,2016-02-25,2016,02,25,15,53
13052,2016-02-25,2016,02,25,16,38
13053,2016-02-25,2016,02,25,17,52
13054,2016-02-25,2016,02,25,18,78
13055,2016-02-25,2016,02,25,19,52
13056,2016-02-25,2016,02,25,2,2
13057,2016-02-25,2016,02,25,20,38
13058,2016-02-25,2016,02,25,21,30
13059,2016-02-25,2016,02,25,22,26
13060,2016-02-25,2016,02,25,23,17
13061,2016-02-25,2016,02,25,3,6
13062,2016-02-25,2016,02,25,4,1
13063,2016-02-25,2016,02,25,5,5
13064,2016-02-25,2016,02,25,6,17
13065,2016-02-25,2016,02,25,7,39
13066,2016-02-25,2016,02,25,8,77
13067,2016-02-25,2016,02,25,9,41
13068,2016-02-26,2016,02,26,0,11
13069,2016-02-26,2016,02,26,1,9
13070,2016-02-26,2016,02,26,10,23
13071,2016-02-26,2016,02,26,11,38
13072,2016-02-26,2016,02,26,12,60
13073,2016-02-26,2016,02,26,13,53
13074,2016-02-26,2016,02,26,14,61
13075,2016-02-26,2016,02,26,15,57
13076,2016-02-26,2016,02,26,16,55
13077,2016-02-26,2016,02,26,17,51
13078,2016-02-26,2016,02,26,18,95
13079,2016-02-26,2016,02,26,19,56
13080,2016-02-26,2016,02,26,2,4
13081,2016-02-26,2016,02,26,20,40
13082,2016-02-26,2016,02,26,21,37
13083,2016-02-26,2016,02,26,22,37
13084,2016-02-26,2016,02,26,23,33
13085,2016-02-26,2016,02,26,3,4
13086,2016-02-26,2016,02,26,4,1
13087,2016-02-26,2016,02,26,5,5
13088,2016-02-26,2016,02,26,6,19
13089,2016-02-26,2016,02,26,7,43
13090,2016-02-26,2016,02,26,8,85
13091,2016-02-26,2016,02,26,9,39
13092,2016-02-27,2016,02,27,0,4
13093,2016-02-27,2016,02,27,1,11
13094,2016-02-27,2016,02,27,10,32
13095,2016-02-27,2016,02,27,11,29
13096,2016-02-27,2016,02,27,12,43
13097,2016-02-27,2016,02,27,13,78
13098,2016-02-27,2016,02,27,14,85
13099,2016-02-27,2016,02,27,15,112
13100,2016-02-27,2016,02,27,16,67
13101,2016-02-27,2016,02,27,17,91
13102,2016-02-27,2016,02,27,18,64
13103,2016-02-27,2016,02,27,19,37
13104,2016-02-27,2016,02,27,2,5
13105,2016-02-27,2016,02,27,20,30
13106,2016-02-27,2016,02,27,21,25
13107,2016-02-27,2016,02,27,22,22
13108,2016-02-27,2016,02,27,23,26
13109,2016-02-27,2016,02,27,3,1
13110,2016-02-27,2016,02,27,4,2
13111,2016-02-27,2016,02,27,5,3
13112,2016-02-27,2016,02,27,6,5
13113,2016-02-27,2016,02,27,7,10
13114,2016-02-27,2016,02,27,8,16
13115,2016-02-27,2016,02,27,9,31
13116,2016-02-28,2016,02,28,0,20
13117,2016-02-28,2016,02,28,1,6
13118,2016-02-28,2016,02,28,10,30
13119,2016-02-28,2016,02,28,11,26
13120,2016-02-28,2016,02,28,12,43
13121,2016-02-28,2016,02,28,13,45
13122,2016-02-28,2016,02,28,14,8
13123,2016-02-28,2016,02,28,15,5
13124,2016-02-28,2016,02,28,16,3
13125,2016-02-28,2016,02,28,17,5
13126,2016-02-28,2016,02,28,18,7
13127,2016-02-28,2016,02,28,19,6
13128,2016-02-28,2016,02,28,2,6
13129,2016-02-28,2016,02,28,20,5
13130,2016-02-28,2016,02,28,21,10
13131,2016-02-28,2016,02,28,22,12
13132,2016-02-28,2016,02,28,23,8
13133,2016-02-28,2016,02,28,3,10
13134,2016-02-28,2016,02,28,5,2
13135,2016-02-28,2016,02,28,6,4
13136,2016-02-28,2016,02,28,7,10
13137,2016-02-28,2016,02,28,8,20
13138,2016-02-28,2016,02,28,9,17
13139,2016-02-29,2016,02,29,10,18
13140,2016-02-29,2016,02,29,11,20
13141,2016-02-29,2016,02,29,12,26
13142,2016-02-29,2016,02,29,13,15
13143,2016-02-29,2016,02,29,14,41
13144,2016-02-29,2016,02,29,15,40
13145,2016-02-29,2016,02,29,16,32
13146,2016-02-29,2016,02,29,17,27
13147,2016-02-29,2016,02,29,18,40
13148,2016-02-29,2016,02,29,19,20
13149,2016-02-29,2016,02,29,20,26
13150,2016-02-29,2016,02,29,21,18
13151,2016-02-29,2016,02,29,22,12
13152,2016-02-29,2016,02,29,23,12
13153,2016-02-29,2016,02,29,5,2
13154,2016-02-29,2016,02,29,6,10
13155,2016-02-29,2016,02,29,7,21
13156,2016-02-29,2016,02,29,8,48
13157,2016-02-29,2016,02,29,9,30
13158,2016-03-01,2016,03,01,0,8
13159,2016-03-01,2016,03,01,1,7
13160,2016-03-01,2016,03,01,10,25
13161,2016-03-01,2016,03,01,11,22
13162,2016-03-01,2016,03,01,12,49
13163,2016-03-01,2016,03,01,13,46
13164,2016-03-01,2016,03,01,14,37
13165,2016-03-01,2016,03,01,15,52
13166,2016-03-01,2016,03,01,16,47
13167,2016-03-01,2016,03,01,17,51
13168,2016-03-01,2016,03,01,18,41
13169,2016-03-01,2016,03,01,19,25
13170,2016-03-01,2016,03,01,2,4
13171,2016-03-01,2016,03,01,20,24
13172,2016-03-01,2016,03,01,21,30
13173,2016-03-01,2016,03,01,22,15
13174,2016-03-01,2016,03,01,23,17
13175,2016-03-01,2016,03,01,3,5
13176,2016-03-01,2016,03,01,4,3
13177,2016-03-01,2016,03,01,5,7
13178,2016-03-01,2016,03,01,6,6
13179,2016-03-01,2016,03,01,7,9
13180,2016-03-01,2016,03,01,8,14
13181,2016-03-01,2016,03,01,9,12
13182,2016-03-02,2016,03,02,0,8
13183,2016-03-02,2016,03,02,1,1
13184,2016-03-02,2016,03,02,10,26
13185,2016-03-02,2016,03,02,11,36
13186,2016-03-02,2016,03,02,12,47
13187,2016-03-02,2016,03,02,13,41
13188,2016-03-02,2016,03,02,14,39
13189,2016-03-02,2016,03,02,15,46
13190,2016-03-02,2016,03,02,16,48
13191,2016-03-02,2016,03,02,17,67
13192,2016-03-02,2016,03,02,18,90
13193,2016-03-02,2016,03,02,19,71
13194,2016-03-02,2016,03,02,2,7
13195,2016-03-02,2016,03,02,20,46
13196,2016-03-02,2016,03,02,21,43
13197,2016-03-02,2016,03,02,22,34
13198,2016-03-02,2016,03,02,23,22
13199,2016-03-02,2016,03,02,3,1
13200,2016-03-02,2016,03,02,4,7
13201,2016-03-02,2016,03,02,5,7
13202,2016-03-02,2016,03,02,6,21
13203,2016-03-02,2016,03,02,7,53
13204,2016-03-02,2016,03,02,8,89
13205,2016-03-02,2016,03,02,9,39
13206,2016-03-03,2016,03,03,0,11
13207,2016-03-03,2016,03,03,1,6
13208,2016-03-03,2016,03,03,10,37
13209,2016-03-03,2016,03,03,11,39
13210,2016-03-03,2016,03,03,12,56
13211,2016-03-03,2016,03,03,13,52
13212,2016-03-03,2016,03,03,14,55
13213,2016-03-03,2016,03,03,15,96
13214,2016-03-03,2016,03,03,16,128
13215,2016-03-03,2016,03,03,17,106
13216,2016-03-03,2016,03,03,18,118
13217,2016-03-03,2016,03,03,19,103
13218,2016-03-03,2016,03,03,2,9
13219,2016-03-03,2016,03,03,20,59
13220,2016-03-03,2016,03,03,21,72
13221,2016-03-03,2016,03,03,22,58
13222,2016-03-03,2016,03,03,23,39
13223,2016-03-03,2016,03,03,3,3
13224,2016-03-03,2016,03,03,4,3
13225,2016-03-03,2016,03,03,5,5
13226,2016-03-03,2016,03,03,6,24
13227,2016-03-03,2016,03,03,7,50
13228,2016-03-03,2016,03,03,8,94
13229,2016-03-03,2016,03,03,9,38
13230,2016-03-04,2016,03,04,0,18
13231,2016-03-04,2016,03,04,1,22
13232,2016-03-04,2016,03,04,10,46
13233,2016-03-04,2016,03,04,11,63
13234,2016-03-04,2016,03,04,12,97
13235,2016-03-04,2016,03,04,13,95
13236,2016-03-04,2016,03,04,14,102
13237,2016-03-04,2016,03,04,15,146
13238,2016-03-04,2016,03,04,16,189
13239,2016-03-04,2016,03,04,17,199
13240,2016-03-04,2016,03,04,18,195
13241,2016-03-04,2016,03,04,19,132
13242,2016-03-04,2016,03,04,2,5
13243,2016-03-04,2016,03,04,20,92
13244,2016-03-04,2016,03,04,21,94
13245,2016-03-04,2016,03,04,22,55
13246,2016-03-04,2016,03,04,23,32
13247,2016-03-04,2016,03,04,3,6
13248,2016-03-04,2016,03,04,4,4
13249,2016-03-04,2016,03,04,5,7
13250,2016-03-04,2016,03,04,6,22
13251,2016-03-04,2016,03,04,7,54
13252,2016-03-04,2016,03,04,8,112
13253,2016-03-04,2016,03,04,9,44
13254,2016-03-05,2016,03,05,0,1
13255,2016-03-05,2016,03,05,1,4
13256,2016-03-05,2016,03,05,10,22
13257,2016-03-05,2016,03,05,11,27
13258,2016-03-05,2016,03,05,12,7
13259,2016-03-05,2016,03,05,13,3
13260,2016-03-05,2016,03,05,17,3
13261,2016-03-05,2016,03,05,18,3
13262,2016-03-05,2016,03,05,19,2
13263,2016-03-05,2016,03,05,2,5
13264,2016-03-05,2016,03,05,20,12
13265,2016-03-05,2016,03,05,21,15
13266,2016-03-05,2016,03,05,22,22
13267,2016-03-05,2016,03,05,23,15
13268,2016-03-05,2016,03,05,3,4
13269,2016-03-05,2016,03,05,4,6
13270,2016-03-05,2016,03,05,5,4
13271,2016-03-05,2016,03,05,6,13
13272,2016-03-05,2016,03,05,7,11
13273,2016-03-05,2016,03,05,8,25
13274,2016-03-05,2016,03,05,9,20
13275,2016-03-06,2016,03,06,0,8
13276,2016-03-06,2016,03,06,1,8
13277,2016-03-06,2016,03,06,10,34
13278,2016-03-06,2016,03,06,11,41
13279,2016-03-06,2016,03,06,12,61
13280,2016-03-06,2016,03,06,13,128
13281,2016-03-06,2016,03,06,14,191
13282,2016-03-06,2016,03,06,15,258
13283,2016-03-06,2016,03,06,16,292
13284,2016-03-06,2016,03,06,17,252
13285,2016-03-06,2016,03,06,18,159
13286,2016-03-06,2016,03,06,19,88
13287,2016-03-06,2016,03,06,2,3
13288,2016-03-06,2016,03,06,20,60
13289,2016-03-06,2016,03,06,21,45
13290,2016-03-06,2016,03,06,22,46
13291,2016-03-06,2016,03,06,23,34
13292,2016-03-06,2016,03,06,3,6
13293,2016-03-06,2016,03,06,4,4
13294,2016-03-06,2016,03,06,5,2
13295,2016-03-06,2016,03,06,6,2
13296,2016-03-06,2016,03,06,7,6
13297,2016-03-06,2016,03,06,8,22
13298,2016-03-06,2016,03,06,9,25
13299,2016-03-07,2016,03,07,0,15
13300,2016-03-07,2016,03,07,1,3
13301,2016-03-07,2016,03,07,10,33
13302,2016-03-07,2016,03,07,11,44
13303,2016-03-07,2016,03,07,12,63
13304,2016-03-07,2016,03,07,13,37
13305,2016-03-07,2016,03,07,14,69
13306,2016-03-07,2016,03,07,15,84
13307,2016-03-07,2016,03,07,16,73
13308,2016-03-07,2016,03,07,17,70
13309,2016-03-07,2016,03,07,18,131
13310,2016-03-07,2016,03,07,19,80
13311,2016-03-07,2016,03,07,2,6
13312,2016-03-07,2016,03,07,20,56
13313,2016-03-07,2016,03,07,21,72
13314,2016-03-07,2016,03,07,22,59
13315,2016-03-07,2016,03,07,23,36
13316,2016-03-07,2016,03,07,3,5
13317,2016-03-07,2016,03,07,4,1
13318,2016-03-07,2016,03,07,5,11
13319,2016-03-07,2016,03,07,6,23
13320,2016-03-07,2016,03,07,7,62
13321,2016-03-07,2016,03,07,8,92
13322,2016-03-07,2016,03,07,9,46
13323,2016-03-08,2016,03,08,0,22
13324,2016-03-08,2016,03,08,1,6
13325,2016-03-08,2016,03,08,10,30
13326,2016-03-08,2016,03,08,11,42
13327,2016-03-08,2016,03,08,12,54
13328,2016-03-08,2016,03,08,13,48
13329,2016-03-08,2016,03,08,14,59
13330,2016-03-08,2016,03,08,15,52
13331,2016-03-08,2016,03,08,16,61
13332,2016-03-08,2016,03,08,17,69
13333,2016-03-08,2016,03,08,18,90
13334,2016-03-08,2016,03,08,19,60
13335,2016-03-08,2016,03,08,2,10
13336,2016-03-08,2016,03,08,20,50
13337,2016-03-08,2016,03,08,21,40
13338,2016-03-08,2016,03,08,22,28
13339,2016-03-08,2016,03,08,23,23
13340,2016-03-08,2016,03,08,3,4
13341,2016-03-08,2016,03,08,4,4
13342,2016-03-08,2016,03,08,5,7
13343,2016-03-08,2016,03,08,6,22
13344,2016-03-08,2016,03,08,7,63
13345,2016-03-08,2016,03,08,8,106
13346,2016-03-08,2016,03,08,9,38
13347,2016-03-09,2016,03,09,0,9
13348,2016-03-09,2016,03,09,1,5
13349,2016-03-09,2016,03,09,10,23
13350,2016-03-09,2016,03,09,11,51
13351,2016-03-09,2016,03,09,12,55
13352,2016-03-09,2016,03,09,13,60
13353,2016-03-09,2016,03,09,14,41
13354,2016-03-09,2016,03,09,15,47
13355,2016-03-09,2016,03,09,16,47
13356,2016-03-09,2016,03,09,17,50
13357,2016-03-09,2016,03,09,18,85
13358,2016-03-09,2016,03,09,19,60
13359,2016-03-09,2016,03,09,2,4
13360,2016-03-09,2016,03,09,20,49
13361,2016-03-09,2016,03,09,21,38
13362,2016-03-09,2016,03,09,22,36
13363,2016-03-09,2016,03,09,23,27
13364,2016-03-09,2016,03,09,3,1
13365,2016-03-09,2016,03,09,5,9
13366,2016-03-09,2016,03,09,6,13
13367,2016-03-09,2016,03,09,7,44
13368,2016-03-09,2016,03,09,8,108
13369,2016-03-09,2016,03,09,9,46
13370,2016-03-10,2016,03,10,0,14
13371,2016-03-10,2016,03,10,1,8
13372,2016-03-10,2016,03,10,10,24
13373,2016-03-10,2016,03,10,11,42
13374,2016-03-10,2016,03,10,12,40
13375,2016-03-10,2016,03,10,13,40
13376,2016-03-10,2016,03,10,14,46
13377,2016-03-10,2016,03,10,15,68
13378,2016-03-10,2016,03,10,16,49
13379,2016-03-10,2016,03,10,17,52
13380,2016-03-10,2016,03,10,18,66
13381,2016-03-10,2016,03,10,19,62
13382,2016-03-10,2016,03,10,2,5
13383,2016-03-10,2016,03,10,20,37
13384,2016-03-10,2016,03,10,21,50
13385,2016-03-10,2016,03,10,22,36
13386,2016-03-10,2016,03,10,23,14
13387,2016-03-10,2016,03,10,3,3
13388,2016-03-10,2016,03,10,4,4
13389,2016-03-10,2016,03,10,5,7
13390,2016-03-10,2016,03,10,6,16
13391,2016-03-10,2016,03,10,7,59
13392,2016-03-10,2016,03,10,8,96
13393,2016-03-10,2016,03,10,9,38
13394,2016-03-11,2016,03,11,0,11
13395,2016-03-11,2016,03,11,1,11
13396,2016-03-11,2016,03,11,10,29
13397,2016-03-11,2016,03,11,11,52
13398,2016-03-11,2016,03,11,12,55
13399,2016-03-11,2016,03,11,13,44
13400,2016-03-11,2016,03,11,14,45
13401,2016-03-11,2016,03,11,15,48
13402,2016-03-11,2016,03,11,16,54
13403,2016-03-11,2016,03,11,17,56
13404,2016-03-11,2016,03,11,18,96
13405,2016-03-11,2016,03,11,19,57
13406,2016-03-11,2016,03,11,2,4
13407,2016-03-11,2016,03,11,20,38
13408,2016-03-11,2016,03,11,21,34
13409,2016-03-11,2016,03,11,22,23
13410,2016-03-11,2016,03,11,23,29
13411,2016-03-11,2016,03,11,3,1
13412,2016-03-11,2016,03,11,4,2
13413,2016-03-11,2016,03,11,5,9
13414,2016-03-11,2016,03,11,6,18
13415,2016-03-11,2016,03,11,7,49
13416,2016-03-11,2016,03,11,8,89
13417,2016-03-11,2016,03,11,9,45
13418,2016-03-12,2016,03,12,0,6
13419,2016-03-12,2016,03,12,1,8
13420,2016-03-12,2016,03,12,10,32
13421,2016-03-12,2016,03,12,11,38
13422,2016-03-12,2016,03,12,12,45
13423,2016-03-12,2016,03,12,13,62
13424,2016-03-12,2016,03,12,14,50
13425,2016-03-12,2016,03,12,15,64
13426,2016-03-12,2016,03,12,16,66
13427,2016-03-12,2016,03,12,17,77
13428,2016-03-12,2016,03,12,18,54
13429,2016-03-12,2016,03,12,19,40
